2794912, 0.530293
1096833, 0.5547943
1912140, 0.5701579
2150854, 0.580181
2226946, 0.5687376
2297800, 0.5214662
3239998, 0.1961242
844778, 0.3395909
2671427, 0.328555
1830137, 0.616424
2421108, 0.2225793
2445511, 0.2827559
543302, 0.6268099
1835117, 0.6221536
4344245, 0.530428
429508, 0.3508575
2187058, 0.5946505
2372082, 0.5743034
2767122, 0.5122347
2314306, 0.2449984
2642610, 0.3491523
1104006, 0.3514309
3358190, 0.4187377
1203504, 0.4590968
2900402, 0.5243619
3009615, 0.2058918
2639854, 0.4255156
4442518, 0.5369819
1841285, 0.1202812
1794923, 0.5196695
2222649, 0.6142883
3992128, 0.2273787
4699038, 0.659148
2383195, 0.4939564
1837162, 0.5807572
2454285, 0.5454347
2396176, 0.2098504
2230438, 0.5615611
1898191, 0.5942265
879471, 0.5078488
2213142, 0.301762
539796, 0.3286846
2746161, 0.5276154
2630747, 0.5503698
324172, 0.6261506
2961934, 0.3664722
1141712, 0.3589427
479770, 0.4863955
3681504, 0.3250024
1102005, 0.3298001
2881977, 1.85739
3972240, 0.6250586
719834, 0.687564
1956001, 0.5525503
2895452, 0.5427615
2883224, 1.132195
2666464, 0.657951
1019544, 0.6224325
2792532, 0.3452431
3681103, 0.5998296
962043, 0.6367845
1141088, 0.7583974
2313959, 0.7121543
2461789, 0.6469812
1157760, 0.6029654
1928523, 0.1000027
795010, 0.4546695
1200092, 0.5299726
2506078, 0.3610108
1061631, 0.3654316
3369848, 0.5821264
981664, 0.6060569
2155005, 0.3754332
1027882, 0.4460542
1736120, 0.6221885
2407601, 0.3599932
2396343, 0.3360272
4843792, 0.5542316
2557547, 0.2877276
2089796, 0.5336379
2984427, 0.196287
1895734, 0.6749779
1867617, 0.5761597
1781006, 0.8109051
1784813, 0.5913171
2672828, 0.6475342
3454148, 0.6218287
4000365, 0.6006186
1816764, 0.5190545
2212327, 0.2449156
2369144, 0.322409
3300027, 0.561864
2317855, 0.2755633
2278841, 0.340827
724413, 0.6505292
824910, 0.2587182
1132009, 0.5858094
848438, 0.4692699
2248073, 0.6234336
1092650, 0.5327253
2993853, 0.6106423
1812388, 0.3489074
2684274, 0.515642
2198610, 0.5010773
2279091, 0.6302706
3671840, 1.53948
2365928, 0.6617521
1864989, 0.5752052
3717246, 0.3368591
2291937, 0.27951
2438281, 0.5499249
2361636, 0.3058768
2158989, 0.7188349
2233809, 0.2903643
1747387, 0.3481058
2701721, 0.277777
1975314, 0.5238098
3554117, 0.3371556
2862649, 0.5929897
2583770, 0.3373603
2464128, 0.3976665
1780197, 0.4712202
2488976, 0.2880533
2418168, 0.5877513
3308790, 0.3756066
1052471, 0.2459329
1950381, 0.5979788
1191610, 0.4652288
2308042, 0.1001915
834454, 0.5766082
3307501, 0.3691467
3273519, 0.4700441
2226631, 0.6395334
2914119, 0.574244
1116811, 0.6702548
3113123, 0.6236436
